work_id,mp_name,house,state,constituency,vendor_id,work_category,recommended_date,sanction_date,sanctioned_amount,expenditure_amount,completion_percent,beneficiary_ids,tenure_end,is_anomaly,anomaly_type
W-614221,AMRARAM,Lok Sabha,Rajasthan,SIKAR,V-579383,Water,2023-07-04,2023-07-23,24329131.34,23112465.27,54,"B-347748,B-540550,B-223243",,False,
W-398050,AMRARAM,Lok Sabha,Rajasthan,SIKAR,V-11524,Health,2023-05-29,2023-07-02,7791848.97,6583689.92,80,"B-569747,B-733430,B-531217,B-844905",,False,
W-885864,AMRARAM,Lok Sabha,Rajasthan,SIKAR,V-40655,Health,2025-05-20,2025-05-20,35812572.18,26130742.86,53,"B-266019,B-886646,B-308157",,False,
W-398791,AMRINDER SINGH RAJA WARRING,Lok Sabha,Punjab,LUDHIANA,V-38477,Other,2026-08-27,2026-09-30,33143042.38,28921187.76,50,"B-74145,B-335371,B-738886,B-222060,B-139978",,False,
W-517831,AMRINDER SINGH RAJA WARRING,Lok Sabha,Punjab,LUDHIANA,V-392817,Sanitation,2024-10-23,2024-11-23,33971639.67,30910952.77,63,"B-956809,B-186644",,False,
W-228896,AMRINDER SINGH RAJA WARRING,Lok Sabha,Punjab,LUDHIANA,V-396895,Water,2023-12-12,2023-12-31,34032443.49,23265431.63,61,"B-378910,B-376162,B-99033,B-5022",,False,
W-642445,AMRINDER SINGH RAJA WARRING,Lok Sabha,Punjab,LUDHIANA,V-334753,Water,2024-02-08,2024-03-12,45117874.46,36960634.1,92,"B-346896,B-570310,B-963568",,False,
W-951171,ANAND BHADAURIYA,Lok Sabha,Uttar Pradesh,DHAURAHRA,V-15197,Road,2022-04-21,2022-04-30,13835753.29,10420371.07,66,"B-521057,B-431287",,False,
W-253086,ANAND BHADAURIYA,Lok Sabha,Uttar Pradesh,DHAURAHRA,V-722788,Road,2024-05-29,2024-06-27,71833677.87,55806610.61,41,"B-463968,B-13901,B-341308,B-242282,B-708720",,False,
W-384972,ANAND BHADAURIYA,Lok Sabha,Uttar Pradesh,DHAURAHRA,V-554508,Road,2026-07-02,2026-08-02,60595568.83,43526813.81,77,"B-814550,B-394842,B-636534,B-933427,B-192735",,False,
W-261592,ANAND KUMAR,Lok Sabha,Uttar Pradesh,BAHRAICH(SC),V-126582,Road,2025-02-14,2025-02-25,39840097.58,31566819.92,68,"B-736476,B-851926,B-886629,B-848210,B-354180",,False,
W-894413,ANAND KUMAR,Lok Sabha,Uttar Pradesh,BAHRAICH(SC),V-103419,Education,2025-10-10,2025-11-08,46782016.93,34427588.89,48,"B-243199,B-947543,B-352824",,False,
W-618504,ANAND KUMAR,Lok Sabha,Uttar Pradesh,BAHRAICH(SC),V-698412,Health,2022-03-01,2022-05-23,19459452.14,15730143.92,66,"B-921559,B-815436,B-895378,B-346827",,True,sanction_delay
W-956132,ANAND KUMAR,Lok Sabha,Uttar Pradesh,BAHRAICH(SC),V-782797,Education,2024-02-15,2024-02-22,40183433.34,30504963.89,50,"B-97522,B-395942,B-69133,B-693069,B-720278",,False,
W-749820,ANANTA NAYAK,Lok Sabha,Odisha,KEONJHAR(ST),V-257988,Road,2023-04-26,2023-05-20,10758534.89,7850942.29,72,"B-752225,B-955961",,False,
W-254615,ANANTA NAYAK,Lok Sabha,Odisha,KEONJHAR(ST),V-262204,Health,2023-09-08,2023-09-16,29640510.82,27574972.1,71,"B-71581,B-582666,B-85935",,False,
W-517611,ANANTA NAYAK,Lok Sabha,Odisha,KEONJHAR(ST),V-423148,Road,2024-08-22,2024-05-11,24572413.95,20992441.72,61,"B-132600,B-215372,B-423549",,True,delayed_completion
W-363089,ANANTA NAYAK,Lok Sabha,Odisha,KEONJHAR(ST),V-782415,Road,2022-10-19,2022-11-19,31888365.26,29729912.25,82,"B-89362,B-533728,B-45705",,False,
W-912824,ANANTA NAYAK,Lok Sabha,Odisha,KEONJHAR(ST),V-111584,Water,2024-01-09,2024-01-17,49405175.08,39522704.94,91,"B-101394,B-411212,B-527099,B-341254,B-357363",,False,
W-161508,Andimuthu Raja,Lok Sabha,Tamil Nadu,NILGIRIS(SC),V-719745,Education,2025-03-19,2025-03-19,43341789.24,30539099.72,75,"B-262864,B-422898,B-158313,B-601959",,False,
W-835697,Andimuthu Raja,Lok Sabha,Tamil Nadu,NILGIRIS(SC),V-803904,Other,2023-02-14,2023-03-10,6552746.62,5856396.25,85,"B-587902,B-557140,B-460834",,False,
W-563859,Andimuthu Raja,Lok Sabha,Tamil Nadu,NILGIRIS(SC),V-541015,Road,2023-10-30,2023-11-30,22214924.81,18793028.45,49,"B-319216,B-457880",,False,
W-106238,Andimuthu Raja,Lok Sabha,Tamil Nadu,NILGIRIS(SC),V-11530,Sanitation,2024-04-25,2024-04-30,32283051.13,28367810.82,38,"B-186937,B-289668",,False,
W-678452,Andimuthu Raja,Lok Sabha,Tamil Nadu,NILGIRIS(SC),V-313901,Sanitation,2025-10-19,2025-11-05,23699173.4,23160860.35,51,"B-897022,B-577972",,False,
W-316779,Andimuthu Raja,Lok Sabha,Tamil Nadu,NILGIRIS(SC),V-485161,Other,2025-03-04,2025-03-04,18173314.79,17768375.39,70,"B-399736,B-359812,B-878806,B-628089",,False,
W-523557,ANDREW J. SYNGKON,Lok Sabha,Meghalaya,SHILLONG,V-324283,Road,2024-10-07,2024-10-13,25403498.47,21506234.61,36,"B-51729,B-591755",,False,
W-973709,ANDREW J. SYNGKON,Lok Sabha,Meghalaya,SHILLONG,V-708043,Water,2022-01-31,2022-03-01,18129243.88,13301594.6,88,"B-375644,B-124829,B-576210,B-447768",,False,
W-177434,ANDREW J. SYNGKON,Lok Sabha,Meghalaya,SHILLONG,V-725584,Health,2022-08-05,2022-08-11,18880092.14,14740347.7,68,"B-535141,B-425322,B-263096,B-534221,B-161875",,False,
W-158938,ANDREW J. SYNGKON,Lok Sabha,Meghalaya,SHILLONG,V-869614,Sanitation,2024-08-27,2024-09-14,7038632.72,7506441.52,88,"B-517318,B-652721,B-469348",,True,cost_overrun
W-904524,ANDREW J. SYNGKON,Lok Sabha,Meghalaya,SHILLONG,V-345786,Sanitation,2026-06-29,2026-07-24,28058532.79,22120221.77,94,"B-145741,B-581799,B-549168,B-223090,B-146679",,False,
W-988504,ANGOMCHA BIMOL AKOIJAM,Lok Sabha,Manipur,INNER MANIPUR,V-DUP-011,Other,2021-09-26,2021-10-26,23671941.82,22515622.04,49,"B-38562,B-910856",,True,duplicate_vendor
W-306014,ANGOMCHA BIMOL AKOIJAM,Lok Sabha,Manipur,INNER MANIPUR,V-29037,Education,2022-10-09,2022-10-25,33251030.43,29661692.04,74,"B-847094,B-104991,B-905716,B-861097,B-1736",,False,
W-538308,ANGOMCHA BIMOL AKOIJAM,Lok Sabha,Manipur,INNER MANIPUR,V-718118,Health,2025-09-03,2025-09-16,16614466.13,20545353.53,70,"B-134525,B-535339,B-912441,B-596411",,True,cost_overrun
W-498565,ANGOMCHA BIMOL AKOIJAM,Lok Sabha,Manipur,INNER MANIPUR,V-243592,Health,2023-01-02,2023-01-27,20143408.14,18297805.49,92,"B-176675,B-634702,B-856895,B-554555",,False,
W-208257,ANGOMCHA BIMOL AKOIJAM,Lok Sabha,Manipur,INNER MANIPUR,V-931951,Education,2023-10-21,2023-12-04,33732042.41,31988473.14,40,"B-685911,B-321299,B-616378,B-832190,B-580735",,True,sanction_delay
W-813214,ANGOMCHA BIMOL AKOIJAM,Lok Sabha,Manipur,INNER MANIPUR,V-846017,Other,2024-05-09,2024-06-05,18852111.07,12875136.3,35,"B-140308,B-392853",,False,
W-380165,ANIL BALUNI,Lok Sabha,Uttarakhand,GARHWAL,V-461057,Sanitation,2024-10-06,2024-10-06,19334124.51,18535158.29,71,"B-842280,B-853247,B-654910,B-27241",,False,
W-467216,ANIL BALUNI,Lok Sabha,Uttarakhand,GARHWAL,V-165858,Education,2024-05-23,2024-05-25,25815995.83,19993920.16,47,"B-698876,B-316817,B-859673",,False,
W-548754,ANIL BALUNI,Lok Sabha,Uttarakhand,GARHWAL,V-354961,Education,2025-05-05,2025-05-31,23420324.44,16481997.0,42,"B-772555,B-562829,B-797126",,False,
W-184268,ANIL BALUNI,Lok Sabha,Uttarakhand,GARHWAL,V-298026,Sanitation,2026-01-12,2026-02-17,32705332.15,31564454.69,52,"B-95353,B-354250,B-655800,B-546979",,False,
W-454432,ANIL BALUNI,Lok Sabha,Uttarakhand,GARHWAL,V-516743,Water,2021-11-25,2021-12-01,44989223.07,40429858.0,41,"B-869578,B-722315,B-452812,B-769239",,False,
W-677011,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-131803,Sanitation,2026-01-06,2026-02-06,12872598.49,12549594.62,72,"B-118431,B-947543,B-736680,B-445134,B-764629",,False,
W-620514,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-419257,Education,2021-10-14,2021-11-16,6843669.99,4610589.41,60,"B-813808,B-151027",,False,
W-203321,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-126361,Other,2022-02-23,2022-03-05,14162392.96,11789575.0,60,B-DUP-004,,True,duplicate_beneficiary
W-200297,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-658461,Sanitation,2025-07-25,2025-08-23,27792746.83,36052393.7,84,"B-213665,B-643044,B-272511,B-113321",,False,
W-749237,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-614253,Health,2022-08-08,2022-08-13,37477947.14,27492859.08,62,"B-654066,B-601679",,False,
W-768613,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-456719,Road,2023-04-19,2023-05-18,3651605.22,3077555.33,66,"B-945352,B-137435,B-683847,B-917082",,False,
W-941497,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-819482,Sanitation,2024-10-26,2024-11-05,22484725.33,17369750.94,85,"B-113138,B-742816,B-509135",,False,
W-445432,ANIL YESHWANT DESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,V-95354,Road,2025-05-05,2025-05-31,20979314.03,18983687.96,37,"B-307119,B-160145",,False,
W-682299,ANITA NAGARSINGH CHOUHAN,Lok Sabha,Madhya Pradesh,RATLAM(ST),V-87829,Other,2024-06-30,2024-07-26,61756206.17,50960025.12,55,"B-106616,B-583087,B-814435,B-417036",,False,
W-470865,ANITA NAGARSINGH CHOUHAN,Lok Sabha,Madhya Pradesh,RATLAM(ST),V-854188,Water,2022-01-19,2022-01-30,5686073.35,3998525.48,49,"B-759543,B-138776",,False,
W-725978,ANITA NAGARSINGH CHOUHAN,Lok Sabha,Madhya Pradesh,RATLAM(ST),V-421241,Other,2022-11-04,2022-11-06,6969620.98,6318159.18,89,"B-569491,B-595397,B-595300",,False,
W-707440,ANITA NAGARSINGH CHOUHAN,Lok Sabha,Madhya Pradesh,RATLAM(ST),V-196053,Health,2025-01-27,2025-02-05,23370546.03,19276401.93,64,"B-443614,B-415630,B-612134",,False,
W-878934,ANITA NAGARSINGH CHOUHAN,Lok Sabha,Madhya Pradesh,RATLAM(ST),V-53103,Health,2023-05-31,2023-06-28,10625580.43,7368617.9,61,"B-381454,B-796190,B-560639",,False,
W-863244,ANITA NAGARSINGH CHOUHAN,Lok Sabha,Madhya Pradesh,RATLAM(ST),V-790250,Road,2022-10-26,2022-11-01,37856973.04,30628946.88,93,"B-794484,B-934963,B-90636,B-869113,B-579093",,False,
W-794763,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-53628,Education,2024-06-01,2024-06-17,18452614.15,12925123.44,85,"B-135073,B-110251,B-310630,B-260967,B-279634",,False,
W-364228,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-10762,Sanitation,2023-04-03,2023-04-14,5433060.2,3621325.91,91,"B-100823,B-222107,B-861397",,False,
W-768473,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-835570,Road,2022-04-28,2022-05-25,27871017.29,23843484.88,38,"B-900657,B-278339,B-390906,B-11529,B-829787",,False,
W-207073,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-446109,Health,2022-06-30,2022-07-27,17218411.54,12396309.67,47,B-DUP-012,,True,duplicate_beneficiary
W-984368,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-900098,Health,2026-03-25,2026-04-09,20890619.46,17984201.67,80,"B-235758,B-232734",,False,
W-585263,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-530545,Health,2025-11-26,2025-12-30,18192667.14,13511617.61,88,B-DUP-009,,True,duplicate_beneficiary
W-471693,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-715626,Education,2023-06-26,2023-07-12,18792789.6,13015508.7,61,"B-604573,B-504721",,False,
W-415205,ANITA SUBHADARSHINI,Lok Sabha,Odisha,ASKA,V-667139,Sanitation,2022-10-25,2022-11-16,19413820.62,15136296.63,44,"B-375834,B-735081,B-425459,B-601644,B-638404",,False,
W-471546,Annpurna Devi,Lok Sabha,Jharkhand,KODARMA,V-598806,Water,2025-07-20,2025-07-30,11376614.72,10209079.9,89,"B-497289,B-625859,B-641772",,False,
W-901031,Annpurna Devi,Lok Sabha,Jharkhand,KODARMA,V-369354,Other,2023-04-28,2023-05-13,20063909.56,17411432.37,67,"B-172949,B-619037",,False,
W-701149,Annpurna Devi,Lok Sabha,Jharkhand,KODARMA,V-DUP-004,Water,2021-09-02,2021-09-14,38135903.9,29398614.08,92,"B-403658,B-410788,B-839827,B-76293",,True,duplicate_vendor
W-763508,Annpurna Devi,Lok Sabha,Jharkhand,KODARMA,V-240623,Sanitation,2021-12-15,2021-12-28,6812645.44,5691285.68,59,"B-678500,B-924705",,False,
W-178332,Annpurna Devi,Lok Sabha,Jharkhand,KODARMA,V-683106,Sanitation,2025-04-07,2025-04-27,46217175.68,43875743.67,66,"B-152751,B-820293,B-834976",,False,
W-566999,Annpurna Devi,Lok Sabha,Jharkhand,KODARMA,V-151517,Education,2024-07-10,2024-07-16,43226352.84,32980825.53,74,"B-590140,B-52180,B-85870,B-106321",,False,
W-971327,ANOOP PRADHAN BALMIKI,Lok Sabha,Uttar Pradesh,HATHRAS (SC),V-878268,Other,2022-07-23,2022-08-22,30667501.13,22430349.08,90,"B-245463,B-904233,B-409266,B-103458",,False,
W-408598,ANOOP PRADHAN BALMIKI,Lok Sabha,Uttar Pradesh,HATHRAS (SC),V-68721,Water,2023-06-18,2023-06-22,25168054.97,18644503.51,81,"B-548325,B-172459",,False,
W-513483,ANOOP PRADHAN BALMIKI,Lok Sabha,Uttar Pradesh,HATHRAS (SC),V-702543,Water,2026-01-01,2026-01-10,14671470.8,12803250.61,90,"B-669117,B-356005,B-225283,B-149656,B-632706",,False,
W-924271,ANOOP PRADHAN BALMIKI,Lok Sabha,Uttar Pradesh,HATHRAS (SC),V-97486,Sanitation,2025-01-16,2025-01-23,25849485.74,21426278.94,68,"B-216152,B-190278,B-178247,B-593843",,False,
W-856855,ANOOP PRADHAN BALMIKI,Lok Sabha,Uttar Pradesh,HATHRAS (SC),V-242070,Sanitation,2025-11-05,2025-12-08,49908487.35,48109230.12,80,"B-379246,B-508834,B-828802",,False,
W-762022,Anto Antony,Lok Sabha,Kerala,PATHANAMTHITTA,V-915297,Health,2024-12-01,2024-12-13,52773272.06,50602146.65,62,"B-728366,B-127687,B-106396,B-871286,B-942261",,False,
W-586706,Anto Antony,Lok Sabha,Kerala,PATHANAMTHITTA,V-17567,Other,2025-06-07,2025-06-18,30378316.66,25204918.88,54,"B-528303,B-890946,B-92197,B-318071",,False,
W-537016,Anto Antony,Lok Sabha,Kerala,PATHANAMTHITTA,V-446835,Education,2026-02-12,2026-02-27,36959577.16,28098766.83,73,"B-934328,B-611681,B-305059,B-340667,B-180910",,False,
W-948596,Anto Antony,Lok Sabha,Kerala,PATHANAMTHITTA,V-465310,Water,2024-03-09,2024-03-23,26153834.12,24973736.11,90,"B-282781,B-106581,B-764858",,False,
W-385073,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-480859,Education,2024-12-18,2024-12-18,12180545.1,9268455.57,62,"B-700462,B-404564,B-808946,B-187738,B-354843",,False,
W-588038,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-447714,Road,2026-08-20,2026-09-18,7629212.7,5307251.08,77,"B-958509,B-170773,B-767821,B-107298,B-91212",,False,
W-511083,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-918817,Health,2024-06-04,2024-06-08,37694581.4,29353549.11,62,"B-546941,B-654798,B-281717,B-175445,B-689188",,False,
W-549339,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-109253,Water,2026-02-09,2026-04-25,22943951.37,16079304.26,73,"B-482806,B-313671,B-207356",,False,
W-106505,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-116673,Education,2025-09-05,2025-09-26,11964228.54,11460023.15,52,"B-440138,B-971857,B-12648,B-305972,B-77050",,False,
W-777192,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-517793,Health,2023-07-27,2023-07-29,12240257.18,8513578.45,70,"B-161106,B-312429,B-260122,B-134148,B-497379",,False,
W-219532,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-126957,Water,2024-11-27,2024-12-06,22716484.76,21398932.95,48,"B-469881,B-666154,B-757044,B-127446",,False,
W-902779,ANUP SANJAY DHOTRE,Lok Sabha,Maharashtra,AKOLA,V-60167,Education,2024-02-05,2024-02-08,18895738.95,17473544.81,70,"B-851854,B-425594",,False,
W-280577,Anurag Sharma,Lok Sabha,Uttar Pradesh,JHANSI,V-984047,Education,2023-08-18,2023-09-10,27405726.65,26646564.61,79,"B-7241,B-757821,B-833898",,False,
W-330632,Anurag Sharma,Lok Sabha,Uttar Pradesh,JHANSI,V-69585,Water,2023-04-22,2023-06-18,76682605.88,60592784.32,69,"B-459055,B-469268",,False,
W-808009,Anurag Sharma,Lok Sabha,Uttar Pradesh,JHANSI,V-779356,Road,2026-06-07,2026-06-19,42176667.47,32332693.99,76,"B-19233,B-745571,B-252534",,False,
W-247923,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,V-283285,Health,2025-08-27,2025-08-28,4393524.49,2856543.03,40,"B-865538,B-238515,B-573400",,False,
W-131778,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,V-563679,Other,2022-12-16,2023-01-12,34533327.71,22843680.79,55,"B-959420,B-950959,B-179024,B-80654",,False,
W-328713,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,V-541879,Sanitation,2025-04-27,2025-05-25,38291902.93,27012650.73,36,"B-888334,B-531606",,False,
W-609311,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,V-819304,Road,2022-04-28,2022-05-28,5422402.83,4997455.2,68,"B-798310,B-126945,B-317918,B-401841",,False,
W-400825,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,V-667879,Education,2024-06-18,2024-07-16,15897795.04,10820190.42,60,"B-224708,B-727833,B-869987",,False,
W-721529,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,V-253669,Health,2023-11-10,2023-12-14,31289252.92,22996322.62,55,"B-864457,B-354457,B-233492,B-167605,B-487045",,True,sanction_delay
W-867383,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,V-998764,Water,2026-07-26,2026-08-12,18994060.6,17048836.61,78,"B-265757,B-319351,B-796047",,False,
W-418259,Appalanaidu Kalisetti,Lok Sabha,Andhra Pradesh,VIZIANAGARAM,V-909727,Education,2021-12-15,2021-12-17,4514748.63,4410133.74,59,"B-598652,B-93733,B-63108,B-100071,B-787953",,False,
W-859534,Appalanaidu Kalisetti,Lok Sabha,Andhra Pradesh,VIZIANAGARAM,V-750137,Road,2025-10-03,2025-11-06,32602140.85,26019140.61,74,"B-597972,B-907005,B-717671,B-20072,B-632469",,False,
W-912781,Appalanaidu Kalisetti,Lok Sabha,Andhra Pradesh,VIZIANAGARAM,V-583511,Education,2023-04-11,2023-04-17,45161048.3,43894125.68,88,"B-60736,B-184779,B-136037,B-800895,B-725130",,False,
W-409660,Appalanaidu Kalisetti,Lok Sabha,Andhra Pradesh,VIZIANAGARAM,V-710534,Other,2024-04-10,2024-04-25,63987062.22,46253899.85,46,"B-581502,B-77973,B-674163",,False,
W-447868,ARUN BHARTI,Lok Sabha,Bihar,JAMUI(SC),V-2294,Water,2022-11-06,2022-12-02,21174191.94,19539158.74,56,"B-466409,B-937219,B-496672,B-95268",,False,
W-563944,ARUN BHARTI,Lok Sabha,Bihar,JAMUI(SC),V-391948,Road,2022-08-07,2022-08-20,11157222.8,8248868.77,43,"B-953965,B-168390,B-487065,B-555130",,False,
W-695424,ARUN BHARTI,Lok Sabha,Bihar,JAMUI(SC),V-125784,Road,2023-11-28,2023-12-09,109904384.3,91896704.27,74,"B-996705,B-997582,B-755575,B-881281",,False,
W-684535,ARUN BHARTI,Lok Sabha,Bihar,JAMUI(SC),V-301594,Other,2024-07-29,2024-07-31,18633276.01,12118193.23,35,"B-819697,B-665926",,False,
W-161902,ARUN BHARTI,Lok Sabha,Bihar,JAMUI(SC),V-577627,Health,2023-11-13,2023-12-14,9490460.73,8192886.52,82,"B-636390,B-617125",,False,
W-518502,ARUN BHARTI,Lok Sabha,Bihar,JAMUI(SC),V-906925,Other,2025-10-30,2025-11-30,23590462.22,18992338.13,85,"B-76770,B-980729,B-249252",,False,
W-615672,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-305299,Other,2025-11-21,2025-12-02,28744362.0,24474676.54,51,"B-168297,B-442903,B-547055",,False,
W-541217,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-280736,Water,2026-01-26,2026-02-23,57195044.55,54723645.81,89,"B-192884,B-837705,B-118111,B-289004",,False,
W-492569,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-717460,Road,2026-06-26,2026-07-22,7846948.85,5399153.77,41,"B-787432,B-558260,B-296472",,False,
W-984916,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-113349,Health,2022-10-06,2022-11-22,6910893.88,6436019.86,81,"B-974424,B-756474,B-504085,B-1874,B-292092",,False,
W-297534,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-7033,Sanitation,2025-06-24,2025-06-27,11633129.05,9581044.78,85,"B-414442,B-306334",,False,
W-261178,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-95707,Other,2023-05-30,2023-06-14,15845133.61,12397508.85,37,"B-64823,B-440093",,False,
W-202474,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-304871,Water,2024-08-01,2024-08-17,9887440.81,8309050.46,92,"B-10735,B-460485,B-362189,B-680712,B-105152",,False,
W-102253,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,V-DUP-007,Sanitation,2021-09-05,2021-10-07,8202047.25,7980175.86,45,"B-904238,B-773181,B-656468",,True,duplicate_vendor
W-759951,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,V-684355,Sanitation,2026-07-16,2026-07-30,25160959.47,19937576.27,83,"B-54784,B-586439,B-642725,B-246140",,False,
W-140724,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,V-503380,Education,2021-12-11,2022-01-12,12237581.17,11721366.64,79,"B-292112,B-839140,B-806017",,False,
W-438976,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,V-469762,Sanitation,2026-05-24,2026-06-04,35258257.73,28165895.06,94,"B-628330,B-376501,B-182006,B-32030",,False,
W-177884,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,V-959780,Education,2023-03-20,2023-04-05,63554187.14,55126179.01,56,"B-996181,B-119997,B-720989,B-580701",,False,
W-196910,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,V-832276,Education,2023-04-18,2020-05-26,10054014.49,7682183.65,67,"B-933482,B-639405,B-685080",,False,
W-476758,ARUNA. D. K,Lok Sabha,Telangana,MAHABUBNAGAR,V-959692,Road,2022-04-28,2022-05-20,15384577.67,11992585.41,92,"B-546961,B-703840",,False,
W-502830,ARUNA. D. K,Lok Sabha,Telangana,MAHABUBNAGAR,V-749071,Other,2022-01-15,2022-02-16,24272529.04,15814140.15,70,"B-307020,B-527336,B-269825,B-209094",,False,
W-168597,ARUNA. D. K,Lok Sabha,Telangana,MAHABUBNAGAR,V-756511,Road,2025-11-02,2025-12-04,15844816.31,13241203.14,76,"B-688845,B-646746",,False,
W-520303,ARUNA. D. K,Lok Sabha,Telangana,MAHABUBNAGAR,V-243933,Road,2024-01-29,2024-02-09,20680973.11,19802239.84,80,"B-30546,B-156275",,False,
W-721358,ARUNA. D. K,Lok Sabha,Telangana,MAHABUBNAGAR,V-844385,Education,2022-03-14,2022-03-21,35825077.0,23351004.65,63,"B-106210,B-452834,B-847717,B-788186",,False,
W-472910,ARUNA. D. K,Lok Sabha,Telangana,MAHABUBNAGAR,V-383283,Sanitation,2025-02-03,2025-03-07,34257026.86,32201331.0,55,"B-993930,B-915434,B-105755,B-841876,B-738506",,False,
W-859999,ARUP CHAKRABORTY,Lok Sabha,West Bengal,BANKURA,V-835572,Other,2022-10-30,2022-11-19,51976505.75,48846930.18,70,"B-862558,B-758938,B-315801",,False,
W-694998,ARUP CHAKRABORTY,Lok Sabha,West Bengal,BANKURA,V-572980,Road,2023-12-01,2023-12-04,20861791.42,19143150.27,65,"B-465054,B-271979,B-849611",,False,
W-878573,ARUP CHAKRABORTY,Lok Sabha,West Bengal,BANKURA,V-235930,Water,2025-04-10,2025-04-29,3521641.57,3430457.88,79,"B-783489,B-133337,B-776119,B-632292",,False,
W-662712,ARUP CHAKRABORTY,Lok Sabha,West Bengal,BANKURA,V-614271,Other,2022-03-13,2022-03-27,52673837.27,40669198.03,42,"B-531364,B-485036,B-46358",,False,
W-943838,ARUP CHAKRABORTY,Lok Sabha,West Bengal,BANKURA,V-63991,Road,2024-01-09,2024-01-13,17231223.99,15719488.81,48,"B-684366,B-3696,B-654053,B-332623,B-551977",,False,
W-466135,Arvind Dharmapuri,Lok Sabha,Telangana,NIZAMABAD,V-136916,Water,2022-05-12,2022-06-01,160317388.65,139564165.53,44,"B-730213,B-129096",,False,
W-128417,Arvind Dharmapuri,Lok Sabha,Telangana,NIZAMABAD,V-969198,Education,2026-05-24,2026-06-20,92019228.98,61030037.76,72,"B-533517,B-942939,B-170147,B-101388",,False,
W-302933,Arvind Dharmapuri,Lok Sabha,Telangana,NIZAMABAD,V-354695,Education,2023-01-31,2023-03-05,27652755.7,19930107.37,66,"B-293054,B-376287,B-288103",,True,duplicate_beneficiary
W-941091,Arvind Ganpat Sawant,Lok Sabha,Maharashtra,MUMBAI SOUTH,V-573054,Education,2024-10-25,2024-11-28,74416934.78,50353671.39,70,"B-597209,B-23829,B-600756,B-957823",,False,
W-952159,Arvind Ganpat Sawant,Lok Sabha,Maharashtra,MUMBAI SOUTH,V-825287,Other,2022-11-26,2022-12-26,17633824.44,15152698.84,56,"B-305697,B-317867,B-126047",,False,
W-952285,Arvind Ganpat Sawant,Lok Sabha,Maharashtra,MUMBAI SOUTH,V-786419,Road,2025-12-10,2025-12-25,54214240.78,35881512.69,47,"B-729745,B-305659,B-217790,B-208795",,False,
